,country,year,ppl_acc,ppl_no_acc,gdp_capita,e_non_ebt,e_ebt,e_co2_em
679,Iceland,1995,267468,0,28908,9.134001056,13.066747366000001,12577.131386606554
680,Iceland,1996,268916,0,29350,10.112202167,13.435390228000001,11301.05434288214
681,Iceland,1997,271128,0,32494,9.964473556,14.66941424,12396.315774428767
682,Iceland,1998,274047,0,34274,10.112937611000001,16.495352809,25099.585132817312
683,Iceland,1999,277381,0,36173,10.212200889,18.888194738,55439.4877993341
684,Iceland,2000,281205,0,35630,10.698215611,20.192502635,13583.2582418274
685,Iceland,2001,284968,0,36597,10.200827167000002,21.114363156,13631.82937549965
686,Iceland,2002,287523,0,36670,10.558628889,22.108163198,13581.37060449046
687,Iceland,2003,289521,0,35177,10.547601667,22.334225308,13605.898369089988
688,Iceland,2004,292074,0,36891,11.025966389,22.669147293,13661.84800641843
689,Iceland,2005,296734,0,36512,11.098668889,22.827147045,13313.476808022275
690,Iceland,2006,303782,0,34555,11.627640004,26.109460802999997,13863.619504050333
691,Iceland,2007,311566,0,36319,11.567080837999999,31.511547164,30120.23630997078
692,Iceland,2008,317414,0,39947,10.642684443999999,43.32992202,17900.706878916142
693,Iceland,2009,318499,0,39098,9.8649575,44.295867,0.0
694,Iceland,2010,318041,0,36515,9.547960277,44.88790659,0.0
695,Iceland,2011,319014,0,36740,9.418487500000001,45.2850257142,0.0
696,Iceland,2012,320716,0,37721,9.344421389,46.17377566,0.0
697,Iceland,2013,323764,0,38668,9.910594167000001,47.666632007000004,0.0
698,Iceland,2014,327386,0,39383,10.064283611,47.683592833999995,0.0
699,India,1990,376694367,493439113,1283,2102.3178765,174.907776228,269736645.2082489
700,India,1991,399082939,488971936,1297,2206.0299448,195.070699267,297430219.63466334
701,India,1992,422078288,483942818,1354,2341.2816728,184.91739497799998,326956176.1499512
702,India,1993,470345429,453712388,1428,2402.3105454,187.05083302499997,357143495.32950616
703,India,1994,469854030,472350219,1484,2513.9396652,212.588619172,372821694.8180383
704,India,1995,494611230,465871565,1565,2730.2690010999995,202.58459933199998,418859528.1956181
705,India,1996,519914055,458979162,1677,2867.1156749,186.04772014399998,461047131.8461068
706,India,1997,545715102,451690216,1742,3033.2150662,189.96509229600002,471567277.86359686
707,India,1998,571954350,444019692,1845,3189.6053052999996,226.34293153600004,492219243.27484107
708,India,1999,621758068,412781146,1935,3283.883623,224.704191671,534823574.4828836
709,India,2000,625467427,427583485,2003,3481.7286033,211.22504456900003,568507034.9811488
710,India,2001,597884643,473593212,2086,3513.50303,200.495323252,578582247.3300219
711,India,2002,678949831,410857281,2177,3696.4418429999996,191.53401576,575407218.3603642
712,India,2003,708301172,399726676,2351,3843.052256,196.393087318,614331669.6682601
713,India,2004,725231440,400904337,2502,4033.984123,243.15371672799995,651675279.8969363
714,India,2005,765786652,378332022,2789,4312.4380679999995,282.80083749000005,672362931.8823442
715,India,2006,788982871,372994848,3060,4495.88419242,335.654821858,714793312.2277158
716,India,2007,825635563,354045676,3333,4882.474300039999,373.04709873800005,770949960.4054254
717,India,2008,856526498,340620408,3754,5192.01055342,365.558473664,830043133.6795521
718,India,2009,910702599,303567533,3936,5627.609422060001,353.48954608099996,899468885.8707256
719,India,2010,939238267,291742424,4353,5895.0586746399995,375.285519701,875563266.2421304
720,India,2011,843131556,404104473,4768,6188.17156975,456.89709872900005,940644465.8434547
721,India,2012,1009189616,253876236,4974,6555.28475246,434.852565831,1060173723.2409668
722,India,2013,1017724182,260838025,5052,6768.715032460001,494.477421016,1045250089.8641336
723,India,2014,1051124945,242734349,5312,7231.56747276,531.67419079,1183354987.7017977
724,Indonesia,1990,111948596,69488225,3179,590.57363525,20.057526314999997,53596140.45728233
725,Indonesia,1991,90277214,94338765,3363,640.05645611,22.270078948000002,67520347.64403997
726,Indonesia,1992,122252967,65513119,3593,698.50964215,28.245315794,74965657.90631679
727,Indonesia,1993,105804520,85075003,3755,741.81196378,26.276447371,83130811.79185587
728,Indonesia,1994,121797631,72147641,4018,796.0535462,25.234210523999998,79713302.72691484
729,Indonesia,1995,131686018,65271831,4308,847.23365477,27.653078946,82429471.54115747
730,Indonesia,1996,144718346,55196485,4572,903.78161626,29.394052636,92202393.73528555
731,Indonesia,1997,162869651,39956814,4562,991.2685620899999,22.622368426,105487757.93288021
732,Indonesia,1998,166506161,39209383,3624,959.3490963500001,35.927631578,87658657.37765223
733,Indonesia,1999,174671293,33941263,3582,1048.601941,37.69213158,88905442.65224752
734,Indonesia,2000,182559390,28981039,3472,1142.3584998,39.18789474,93060777.95619804
735,Indonesia,2001,185033309,29473193,3506,1204.0963356000002,46.562105259999996,108500229.21047111
736,Indonesia,2002,190537060,26970999,3521,1264.2440769,42.58368421,119970755.11511908
737,Indonesia,2003,193947461,26597753,3496,1366.9620015,40.54842105,124655857.719952
738,Indonesia,2004,199039399,24575250,3758,1357.6696962,43.02526316,128751788.53605473
739,Indonesia,2005,195414189,31298541,4067,1389.9175867,45.66052632,133831353.31975602
740,Indonesia,2006,208279379,21558823,4420,1413.4492764000001,42.92894737,132678610.04511394
741,Indonesia,2007,212253107,20736034,4843,1514.9636924,48.2711052616,147730519.2151205
742,Indonesia,2008,218990497,17168779,5790,1491.4468777000002,52.348421062,168314806.35434034
743,Indonesia,2009,223903017,15437461,6332,1545.2059562,54.59421053,181141191.88437325
744,Indonesia,2010,228336462,14187661,7378,1686.1014840999999,70.82144737300001,172523794.72726056
745,Indonesia,2011,233004433,12703078,8849,1856.7499807,57.886631577,263776517.44187212
746,Indonesia,2012,238927903,9955329,9144,1957.7720677,59.150157895999996,273119800.94536644
747,Indonesia,2013,243121053,8911210,9391,2002.3812616,69.755263162,204528834.78115237
748,Indonesia,2014,247502696,7628420,9720,1877.5468341,66.919894733,203562698.537143
749,Iran,1990,53740710,2485475,5129,822.67329819,19.42368421,51166707.90183862
750,Iran,1991,54984236,2391348,5666,899.73796597,14.75526316,53037786.4354339
751,Iran,1992,55979372,2281366,6081,978.8681613900001,24.22105263,50439780.01921434
752,Iran,1993,56828163,2163055,5814,897.68122316,27.71842105,61271803.74574131
753,Iran,1994,57680244,2044881,5634,1021.9273620800001,18.14736842,63905848.37057885
754,Iran,1995,58643238,1932406,5650,1079.77020532,21.90263158,68297057.38435236
755,Iran,1996,59754954,1828135,6004,1168.03642396,23.19473684,70713791.95877993
756,Iran,1997,60978271,1732286,6119,1216.74777439,15.63421053,69645901.31148122
757,Iran,1998,62255517,1645113,6310,1254.50285008,19.70526316,81117715.02971022
758,Iran,1999,63495923,1566737,6862,1346.75299597,13.626315793,113678231.29403193
759,Iran,2000,64743085,1388769,7573,1419.47727648,10.046052631999999,107670309.42276165
760,Iran,2001,65660909,1435505,8709,1497.33795866,10.936052631,116964851.66460568
761,Iran,2002,66605494,1377836,10106,1618.3567284800001,21.163947372,119032115.670874
762,Iran,2003,67491206,1321507,11245,1649.9833206,25.304210529,124320869.51041327
763,Iran,2004,68357266,1259834,12682,1805.47831034,31.524473685,136002032.34473318
764,Iran,2005,69229526,1192285,14706,1932.05969524,38.207631577,144746983.25659683
765,Iran,2006,70088234,1139646,15617,2104.02871962,49.037894740000006,154114232.59591827
766,Iran,2007,71008158,1022945,16964,2257.26128246,47.631578952,155110793.55393577
767,Iran,2008,71930510,915032,16991,2372.93429449,20.089473683999998,172894135.99681985
768,Iran,2009,72897214,790351,17309,2455.42795119,18.292631576000005,175775156.55612865
769,Iran,2010,73917810,649701,17716,2454.42706403,27.557368422000003,185374928.70299473
770,Iran,2011,74996503,495079,18024,2587.381018841,28.737368417000003,194982872.7803458
771,Iran,2012,76120058,333516,15734,2597.4312565990003,33.498947367999996,208440214.26983175
772,Iran,2013,77250917,184467,15844,2728.1112918,39.092894740999995,213071024.79641312
773,Iran,2014,78411092,0,15261,2856.52014649,38.813157892,219503810.43127692
774,Iraq,1990,16330062,1138943,7205,215.2820398,12.23753684,14896302.371066937
775,Iraq,1991,16831286,1111429,2670,147.41211950000002,5.645221052999999,14846460.471180871
776,Iraq,1992,17374809,1083378,3434,226.9197384,13.73438421,26309050.663540415
777,Iraq,1993,17957238,1054679,3379,310.43462189999997,16.21508421,33447853.713247813
778,Iraq,1994,18571975,1025264,3095,357.67594280000003,16.44147632,40221496.86059614
779,Iraq,1995,19213109,995278,2765,348.5425852,18.73607105,41815437.956906736
780,Iraq,1996,19880581,965312,2985,364.0742897,17.07730263,37592413.97811266
781,Iraq,1997,20573286,936005,1926,429.2581902,17.38961842,41924012.574657686
782,Iraq,1998,21282466,907784,2100,296.879913,16.30936842,34548244.691137455
783,Iraq,1999,21996979,881177,2337,225.8557255,9.365921053,22214266.19169657
784,Iraq,2000,22708750,856663,3147,291.27526620000003,8.412044737,25366986.656051
785,Iraq,2001,23418045,833604,3653,327.46600380000007,9.739489473999999,33333533.33073476
786,Iraq,2002,24128344,810955,3831,306.5963028,12.00010526,32834342.4679389
787,Iraq,2003,24840242,787384,2898,282.358029,12.51552632,42059126.85984894
788,Iraq,2004,25555188,761421,4314,299.6435092,15.13137632,48130334.83298725
789,Iraq,2005,26276935,731491,4589,289.0305345,12.87847105,42504717.94870012
790,Iraq,2006,27039287,658625,5177,295.3430593,13.13357895,35835513.96251611
791,Iraq,2007,27851015,539418,5922,315.2146387,12.01660526,17377891.061227173
792,Iraq,2008,28511896,599521,7075,331.69325710000004,7.7158842110000005,36444058.553955615
793,Iraq,2009,29360272,534380,7964,371.495361,7.447921053,55363794.17629104
794,Iraq,2010,30297139,465562,9426,394.3283173,9.513347368,61588236.05479155
795,Iraq,2011,31092512,634541,11484,417.8828232,8.946076316000001,67709303.53162085
796,Iraq,2012,32547135,229436,12408,442.37195280000003,11.57081316,75863383.88001555
797,Iraq,2013,33672934,210211,13213,476.76275010000006,12.250055265,89499643.18594025
798,Iraq,2014,34885453,120627,12889,460.22394900000006,7.6118473689999995,108210600.42459668
799,Ireland,1990,3513974,0,17619,114.97067627000001,1.834210526,11858332.172908135
800,Ireland,1991,3534235,0,18238,119.04143555,1.963157895,12493132.780332463
801,Ireland,1992,3558430,0,18932,119.66422589000001,2.163160263,13169915.316226766
802,Ireland,1993,3576261,0,20004,122.41487639,2.052638684,13214281.414633986
803,Ireland,1994,3590386,0,21433,126.91763356,2.471061632,13707015.706701202
804,Ireland,1995,3608841,0,24229,130.06284913000002,1.918428631,14403315.75433317
805,Ireland,1996,3637510,0,25516,137.45833352,2.0079141579999997,15127327.434688421
806,Ireland,1997,3674171,0,28962,143.50019075,2.1290094209999997,15782254.654446261
807,Ireland,1998,3712696,0,32443,153.52312536,3.079067685,16303285.75030617
808,Ireland,1999,3754786,0,34928,162.72952248,2.95802642,16864406.002642535
809,Ireland,2000,3805174,0,39152,168.40478383,3.118581631,17355894.606217034
810,Ireland,2001,3866243,0,41687,180.02464676,2.702835737,18830321.12459946
811,Ireland,2002,3931947,0,46410,177.80686344,3.6344326839999996,17908416.62893847
812,Ireland,2003,3996521,0,48492,173.6866444,2.9949926319999998,16855049.12790588
813,Ireland,2004,4070262,0,51086,175.47680445999998,3.6687829479999996,16436033.271649335
814,Ireland,2005,4159914,0,53476,182.04670219999997,4.930672608,16940984.352351043
815,Ireland,2006,4273591,0,53809,184.38211189999998,6.513321014,16049899.76616171
816,Ireland,2007,4398942,0,55953,189.5369644,7.356149718,15952883.426391736
817,Ireland,2008,4489544,0,49308,186.7443,9.441292958,15691519.992233569
818,Ireland,2009,4535375,0,48126,168.41835222,10.813847176,13950842.795157634
819,Ireland,2010,4560155,0,48910,169.07706278,9.815602638,14295873.152918909
820,Ireland,2011,4580084,0,48980,154.61973074999997,14.274813216,13047486.696716638
821,Ireland,2012,4599533,0,48120,153.09522784,13.825056844999999,13912350.740589868
822,Ireland,2013,4623816,0,48162,149.09726089,14.798631594000001,12534758.206911573
823,Ireland,2014,4657740,0,51772,146.9528197,16.807462762,12371652.561152771
824,Israel,1990,4660000,0,21074,133.038674411,0.007894736999999999,21574631.075894333
825,Israel,1991,4949000,0,21821,138.020894302,0.015789473999999998,21817202.75173161
826,Israel,1992,5123000,0,22534,150.33076260500002,0.07631578900000001,27072817.81414218
827,Israel,1993,5261000,0,22867,159.24879824299998,0.068421053,27623760.641605
828,Israel,1994,5399000,0,23667,174.345783071,0.060526316,29562376.617711708
829,Israel,1995,5545000,0,24602,194.55392687499997,0.065789474,30372517.900089774
830,Israel,1996,5692000,0,25337,204.807578008,0.063157895,31912063.557094347
831,Israel,1997,5836000,0,26353,200.96550747300003,0.065789474,34685468.600350484
832,Israel,1998,5971000,0,27079,214.82323488499998,0.065789474,36665588.20358477
833,Israel,1999,6125000,0,27863,223.299258313,0.086842105,35801028.19247287
834,Israel,2000,6289000,0,29914,233.61862894700002,0.081578947,39100639.83303625
835,Israel,2001,6439000,0,29846,232.563134159,0.052631578,41887630.24601516
836,Israel,2002,6570000,0,29797,235.87998173300002,0.084210526,40313810.540820085
837,Israel,2003,6689700,0,28152,242.428891922,0.11315789400000001,42008895.291299015
838,Israel,2004,6809000,0,27645,245.38166923,0.102631579,39301675.544254735
839,Israel,2005,6930100,0,27294,253.34607906999997,0.102631579,38862056.91830604
840,Israel,2006,7053700,0,27897,253.14123492,0.065789473,42822722.66070851
841,Israel,2007,7180100,0,28397,267.09553994,0.06315789399999999,43303203.47655608
842,Israel,2008,7308800,0,28071,271.30526928,0.08421052700000001,45815774.646635525
843,Israel,2009,7485600,0,29106,259.63211554,0.260526317,41073472.12653237
844,Israel,2010,7623600,0,29319,275.03147691,0.447368421,43957884.03573513
845,Israel,2011,7765800,0,29370,281.17980461,0.792105263,46796854.11885346
846,Israel,2012,7910500,0,29852,293.1933631,1.273684211,51732518.99688083
847,Israel,2013,8059500,0,30625,271.9031603,1.6467767079999998,47229945.55078644
848,Israel,2014,8215700,0,31454,266.34926968,2.693814877,43205405.40958687
849,Italy,1990,56719240,0,25001,1729.3191336999998,91.84978734799999,162070393.82240787
850,Italy,1991,56758521,0,25966,1741.0891785,119.839154748,157523107.90951142
851,Italy,1992,56797087,0,26328,1739.2095768,120.43926105299998,157376520.1249637
852,Italy,1993,56831821,0,26298,1710.8569038,119.00746943600001,152076363.29729542
853,Italy,1994,56843400,0,27128,1699.0974883,126.946624104,154552124.62396273
854,Italy,1995,56844303,0,28125,1793.3232400999998,109.099043063,169066577.3712443
855,Italy,1996,56860281,0,28395,1782.6981346,121.635964898,162360355.70058885
856,Italy,1997,56890372,0,29537,1809.5575666999998,121.59473679000001,165384435.80321217
857,Italy,1998,56906744,0,31188,1860.3442547999998,122.307894729,169335709.1851818
858,Italy,1999,56916317,0,31992,1909.6498435999997,135.039473638,163978946.702955
859,Italy,2000,56942108,0,33185,1939.9700036,133.89473686800002,171188271.58288118
860,Italy,2001,56974100,0,34002,1942.0154428,143.01842104899998,169118208.8844716
861,Italy,2002,57059007,0,32909,1942.7562858,127.1473684,177689618.35517105
862,Italy,2003,57313203,0,32463,2015.5219290999999,123.33157895000001,181562892.2799726
863,Italy,2004,57685327,0,32380,2036.7458364,141.765789495,194200093.2290707
864,Italy,2005,57969484,0,32926,2054.453652,127.47105263099999,192858110.61254716
865,Italy,2006,58143979,0,34003,2039.168808,133.250000006,195939249.79067189
866,Italy,2007,58438310,0,35759,2007.0373798,125.56578946900001,195325588.85529453
867,Italy,2008,58826731,0,35938,1951.9666418000002,153.06052628700002,189423538.7930928
868,Italy,2009,59095365,0,34766,1784.9646462,182.25447366699998,159743801.006183
869,Italy,2010,59277417,0,34544,1825.9948399,202.53842109999997,165974718.00709715
870,Italy,2011,59379449,0,35151,1764.5566081,218.32052630999996,163613410.83452567
871,Italy,2012,59539717,0,35142,1685.0625581,242.69052630000002,153971009.23009256
872,Italy,2013,60233948,0,34482,1544.8401608,294.76026319000005,132010312.95375758
873,Italy,2014,60789140,0,34371,1423.6591225000002,317.57473687,123919376.11747734
874,Japan,1990,123537000,0,26341,4867.207139,264.858226319,492369137.52181774
875,Japan,1991,123921000,0,28111,4970.8054987000005,287.22330787900006,497701713.51174724
876,Japan,1992,124229000,0,29064,5074.6586286,248.43583419899997,505732512.56303775
877,Japan,1993,124536000,0,29967,5111.5153304000005,282.033767379,489649727.65356094
878,Japan,1994,124961000,0,30728,5392.4617256,212.54866738200002,538637340.9179235
879,Japan,1995,125439000,0,32146,5567.8183694,253.82527788099998,527925405.655676
880,Japan,1996,125757000,0,32540,5679.817423500001,252.16606896800005,532358177.30154586
881,Japan,1997,126057000,0,32662,5757.2362239,279.82602485499996,530162392.10422295
882,Japan,1998,126400000,0,32132,5616.114034099999,286.41038413999996,521138593.1250378
883,Japan,1999,126631000,0,31980,5735.9592405,271.46631219,544190344.5226288
884,Japan,2000,126843000,0,33294,5801.5705917,273.203009792,561018612.7910439
885,Japan,2001,127149000,0,33086,5756.7746066,265.64862954299997,550065235.3974701
886,Japan,2002,127445000,0,33215,5745.9822243,264.27613155299997,580047437.4306906
887,Japan,2003,127718000,0,33576,5700.4249955,297.61689472899997,601551846.2118695
888,Japan,2004,127761000,0,34354,5773.4077597,299.463363533,595082771.571875
889,Japan,2005,127773000,0,35292,5905.027693100001,269.29628298399996,603658836.637374
890,Japan,2006,127854000,0,35572,5864.5450394,298.477989628,587248901.1214753
891,Japan,2007,128001000,0,36054,5840.4971970999995,268.279494275,647870799.3407198
892,Japan,2008,128063000,0,35257,5755.0391266,266.50616887999996,614732420.2825425
893,Japan,2009,128047000,0,33798,5250.96752,251.565225993,565248180.1258124
894,Japan,2010,128070000,0,35477,5562.7765549000005,306.96820467000003,602266637.3230349
895,Japan,2011,127833000,0,34979,5278.0847372,294.12933066000005,652275906.7711353
896,Japan,2012,127629000,0,35143,5241.902629259999,290.22708298,698140326.0156777
897,Japan,2013,127445000,0,35494,5179.18335884,313.74269098,707691013.853295
898,Japan,2014,127276000,0,35550,5005.716039999999,347.79578062999997,671230763.808122
899,Kazakhstan,1990,15975398,372602,11331,837.6442472,19.37558,129450080.63651197
900,Kazakhstan,1991,16103696,346804,10955,837.1360599,18.94527,119119442.92452882
901,Kazakhstan,1992,16120167,318928,11165,827.0771735999999,18.06139,103303948.09811202
902,Kazakhstan,1993,16040587,289832,8218,725.5028829,20.07338,97193119.24801914
903,Kazakhstan,1994,15835142,260057,6622,639.2006942999999,24.14388,92527314.86864549
904,Kazakhstan,1995,15799810,15816,5699,574.0649261,21.91092,76418714.06228267
905,Kazakhstan,1996,15370978,206916,5603,499.50626330000006,19.28254,72843067.6067777
906,Kazakhstan,1997,15148791,184912,5325,440.2989351,17.10773,66765122.56660348
907,Kazakhstan,1998,14905270,166030,5079,414.8258719,16.15407,64418637.987501994
908,Kazakhstan,1999,14480573,447853,4943,388.82858683,16.14244,54420818.335070744
909,Kazakhstan,2000,14741843,141783,5704,344.47718807,19.81855421,85119026.19976483
910,Kazakhstan,2001,14723885,134450,6417,396.95311456,21.26615421,79168347.45622185
911,Kazakhstan,2002,14729794,129154,6803,402.15833110999995,23.39353395,105019798.26554814
912,Kazakhstan,2003,14783814,125204,7600,443.51661738999996,22.69615895,113776187.38729092
913,Kazakhstan,2004,14891290,121695,8687,481.1469187,21.20175263,113424714.90296532
914,Kazakhstan,2005,15029550,117479,10331,507.4081032000001,20.67360447,116484331.4363575
915,Kazakhstan,2006,15272347,35737,12372,545.50600198,20.44228868,139272601.45670518
916,Kazakhstan,2007,15381091,103101,14209,607.3026594,21.50370105,131251271.40643866
917,Kazakhstan,2008,15582552,91448,16214,636.688209,19.63112842,113335168.85587694
918,Kazakhstan,2009,16092822,0,15395,573.0455099999999,18.10290658,117025524.12126823
919,Kazakhstan,2010,16262644,59228,17738,617.5078911,21.11058684,132516129.06636354
920,Kazakhstan,2011,16523667,33534,21302,682.7146866,20.745972892,122383739.5625615
921,Kazakhstan,2012,16771054,21035,21947,709.0410829,20.1051365812,131127269.14975183
922,Kazakhstan,2013,17027307,8243,23365,717.9076357,20.358155258,136912082.08812284
923,Kazakhstan,2014,17286235,2050,23398,727.5479634999999,21.782460786999998,162503263.21231234
924,Kuwait,1990,2099615,0,21718,79.17798167000001,0.0,37963325.176402785
925,Kuwait,1991,2035661,0,12213,45.13820194,0.0,6319552.622233881
926,Kuwait,1992,0,0,28533,82.31165528,0.0,11462140.81588645
927,Kuwait,1993,0,0,37876,111.00268528000001,0.0,18877046.325309157
928,Kuwait,1994,0,0,41522,136.41694,0.0,25105937.468992103
929,Kuwait,1995,1610651,0,42803,170.33364749999998,0.0,34924117.564861916
930,Kuwait,1996,1631740,0,44072,168.67001194,0.0,33355110.345358748
931,Kuwait,1997,1715314,0,42953,175.60191161,0.0,37408881.98593084
932,Kuwait,1998,1836353,0,43194,213.34964209999998,0.0,34794106.54418421
933,Kuwait,1999,1957066,0,39544,220.0177727,0.0,38966020.114938065
934,Kuwait,2000,2050741,0,43918,229.62708707299998,0.0,37273134.255481504
935,Kuwait,2001,2109355,0,38525,233.20574805500002,0.0,41928790.680009015
936,Kuwait,2002,2143833,0,40318,237.53193463200003,0.0,42946392.48705808
937,Kuwait,2003,2169118,0,47791,279.24296927299997,0.0,41908064.488703854
938,Kuwait,2004,2207939,0,57757,312.830981191,0.0,45259904.19948033
939,Kuwait,2005,2276623,0,71115,346.3478682,0.0,49060212.418113686
940,Kuwait,2006,2377258,0,80587,327.26211136,0.0,51260028.09429259
941,Kuwait,2007,2503410,0,81001,317.934035908,0.0,53784697.54119585
942,Kuwait,2008,2652340,0,90071,345.839105995,0.0,58955316.20487421
943,Kuwait,2009,2818939,0,62189,361.269222,0.0,62527267.83305539
944,Kuwait,2010,2998083,0,63719,389.28833306499996,0.0,62027784.5342865
945,Kuwait,2011,3191051,0,77126,390.629849089,0.0,63200824.597522505
946,Kuwait,2012,3395556,0,82954,434.2515392,0.0,70868380.71424407
947,Kuwait,2013,3598385,0,75584,450.1268463260001,0.000526316,67970147.7816548
948,Kuwait,2014,3782450,0,69228,412.226655446,0.008684210999999999,63861745.99623312
949,Latvia,1990,2663151,0,13769,73.17163691,11.83157895,10393609.966398004
950,Latvia,1991,2650581,0,11735,69.99540571,8.618421052999999,9250043.540066104
951,Latvia,1992,2614338,0,8789,49.58011298,6.634210526,7293518.965285322
952,Latvia,1993,2563290,0,7978,40.651255919,7.568421053,5422062.628471387
953,Latvia,1994,2520742,0,8098,37.850217169,8.697368421,4583271.945962046
954,Latvia,1995,2485056,0,7926,35.88353412,7.728947367999999,4223269.001429772
955,Latvia,1996,2457222,0,8082,35.962255916000004,4.8973684209999995,4476366.760106037
956,Latvia,1997,2432851,0,8739,33.034386936000004,7.776315790000001,3939783.6774702645
957,Latvia,1998,2410019,0,9607,32.69373103,11.363157898,3816985.5666686664
958,Latvia,1999,2390482,0,10162,30.43593103,7.260526315999999,3404289.4522239077
959,Latvia,2000,2367550,0,10654,29.403633409999998,7.431578947999999,2812633.599334161
960,Latvia,2001,2337170,0,11407,32.32330573,7.471052631999999,2705877.3276
961,Latvia,2002,2310173,0,12325,33.76639523,6.539473683,2597774.0428256984
962,Latvia,2003,2287955,0,12818,33.582152719999996,6.152631579,2531800.8004047256
963,Latvia,2004,2263122,0,13412,36.37136771,8.410526315,2300417.5178186307
964,Latvia,2005,2238799,0,14485,37.145792029999996,8.986842106,2274055.526240512
965,Latvia,2006,2218357,0,16244,36.612899049999996,7.334210526999999,2314230.777052718
966,Latvia,2007,2200325,0,17941,37.77978668,7.442105262999999,2174119.3212283175
967,Latvia,2008,2177322,0,18225,37.196337639999996,8.452631579,2121962.6269504093
968,Latvia,2009,2141669,0,16439,33.80376549,9.349999999,2062924.095863066
969,Latvia,2010,2097555,0,16847,39.56990267,9.565789474,2543851.0502708834
970,Latvia,2011,2059709,0,18428,35.813683690000005,8.100526316000002,2341177.3169553466
971,Latvia,2012,2034319,0,19812,34.57801473,10.779473684,2137366.865356051
972,Latvia,2013,2012647,0,20765,34.40108771,9.297894738,2234598.1070761317
973,Latvia,2014,1993782,0,21944,32.93752372,7.274210527,1928179.8542966428
974,Lithuania,1990,3697838,0,11845,197.15569758,1.089473684,15177064.08153198
975,Lithuania,1991,3704134,0,10137,208.92839217,0.889473684,16245165.283591254
976,Lithuania,1992,3700114,0,8868,126.79881234999999,0.818421053,9524256.79074571
977,Lithuania,1993,3682613,0,8069,98.54887238,1.0342105259999999,7778222.150808392
978,Lithuania,1994,3657144,0,7253,85.31855543,1.189473684,7934133.700075246
979,Lithuania,1995,3629102,0,7788,95.05545313,0.981578947,7161324.227684135
980,Lithuania,1996,3601613,0,8142,103.45216984999999,0.8578947370000001,7992639.910243847
981,Lithuania,1997,3575137,0,8999,95.59580876,0.7763157890000001,7384951.896142398
982,Lithuania,1998,3549331,0,9718,102.13318499,1.0973684209999999,8327601.202173868
983,Lithuania,1999,3524238,0,10249,85.02059347,1.089473684,6805160.645209336
984,Lithuania,2000,3499536,0,11112,75.29729198999999,0.892894737,5836340.862674252
985,Lithuania,2001,3470818,0,11968,88.15063806,0.861842105,6345778.928564906
986,Lithuania,2002,3443067,0,12456,93.9408803,0.9400000000000001,6133999.81491268
987,Lithuania,2003,3415213,0,13628,98.80313409000001,0.8739473689999999,6025208.718729996
988,Lithuania,2004,3377075,0,13928,99.7249306,1.125526316,6139435.997946842
989,Lithuania,2005,3322528,0,15036,90.97181009,1.209210527,6545162.757509052
990,Lithuania,2006,3269909,0,16357,87.48691165,1.146842106,6086411.04778334
991,Lithuania,2007,3231294,0,18024,95.66803677,1.5281578939999998,5975700.600000617
992,Lithuania,2008,3198231,0,18693,94.95397865999999,1.5842105260000001,5942378.913370412
993,Lithuania,2009,3162916,0,17132,86.92402379,1.8,5572448.958512758
994,Lithuania,2010,3097282,0,18340,63.14240357999999,2.397368421,6097002.782364614
995,Lithuania,2011,3028115,0,20243,65.11525233,2.92631579,5614261.893445493
996,Lithuania,2012,2987773,0,22259,65.21768689,3.112368421,5586314.751196889
997,Lithuania,2013,2957689,0,23389,59.030383689999994,4.015,4763709.73096535
998,Lithuania,2014,2932367,0,24604,56.85572869,3.973947368,3983529.6874260725
999,Luxembourg,1990,381850,0,35205,36.90434684,0.217118421,1902684.4942118775
1000,Luxembourg,1991,387000,0,39914,39.63573592,0.257831579,2046700.8434130386
1001,Luxembourg,1992,392175,0,39920,39.79826679,0.21518421000000001,1953743.3791635933
1002,Luxembourg,1993,397475,0,41866,40.323771269999995,0.21503157799999997,1945362.515797026
1003,Luxembourg,1994,402925,0,44298,38.7078485,0.266,1550139.5862501734
1004,Luxembourg,1995,408625,0,44149,33.61216239,0.282876315,1009422.4971862715
1005,Luxembourg,1996,414225,0,44281,34.67254892,0.19854736899999997,806120.5283713843
1006,Luxembourg,1997,419450,0,46880,33.85027245,0.270839474,491467.025172649
1007,Luxembourg,1998,424700,0,52335,32.56067694,0.37649473599999994,171671.30335276102
1008,Luxembourg,1999,430475,0,58456,34.4949095,0.320657895,195474.16634510475
1009,Luxembourg,2000,436300,0,63619,36.69436504,0.44905000000000006,247488.84502209132
1010,Luxembourg,2001,441525,0,58641,39.36746916,0.44129210500000005,432463.8641075683
1011,Luxembourg,2002,446175,0,58883,43.13319198,0.39811578900000005,1221536.8757927495
1012,Luxembourg,2003,451630,0,56075,45.28460846,0.37141579,1227387.689422233
1013,Luxembourg,2004,458095,0,53255,51.20396996,0.51376579,1437735.2841848212
1014,Luxembourg,2005,465158,0,53088,51.93919217,0.550134211,1416841.031653265
1015,Luxembourg,2006,472637,0,55818,50.90857825,0.646389474,1494113.81422208
1016,Luxembourg,2007,479993,0,59983,49.35557954,0.6961999999999999,1338767.0586222843
1017,Luxembourg,2008,488650,0,55292,48.94122555,0.743110527,1153058.9285284393
1018,Luxembourg,2009,497783,0,55244,46.81427699,0.704768421,1303841.2316857371
