,country,ppl_acc,ppl_no_acc,e_non_ebt,e_ebt,e_co2_em
396,Cyprus,1124835,0,33.21155564,0.468421052,4015101.746137137
397,Cyprus,1135062,0,30.87777564,0.676315789,3810744.42031047
398,Cyprus,1143896,0,27.36437009,0.8605263160000001,3201202.716124262
399,Cyprus,1152309,0,27.40850611,0.836842105,3439271.525
400,Czech Republic,10333355,0,540.7230884,3.0552631580000003,73985362.32014512
401,Czech Republic,10308578,0,491.93015747,2.8657894739999996,71936746.8450266
402,Czech Republic,10319123,0,476.3275697,3.6894736839999998,70462766.74227668
403,Czech Republic,10329855,0,471.78379824,4.184210525999999,69848282.55711706
404,Czech Republic,10333587,0,458.52204352,4.655263158,69789475.45711954
405,Czech Republic,10327253,0,476.52200761,6.334210527,73779318.93012871
406,Czech Republic,10315241,0,493.5694636,5.95,77067038.22998032
407,Czech Republic,10304131,0,473.20973492,5.771052632,75434897.47081852
408,Czech Republic,10294373,0,459.62651049,5.218421053,72331920.57274471
409,Czech Republic,10283860,0,439.20089075999994,6.221052632,66710331.08495591
410,Czech Republic,10255063,0,464.96210836999995,5.986842104999999,72918922.48587503
411,Czech Republic,10216605,0,474.89385387,6.758421052999999,73361768.17921726
412,Czech Republic,10196916,0,474.82331396999996,7.862105263,72385298.79695632
413,Czech Republic,10193998,0,505.16710477000004,4.939210526,72735141.84102471
414,Czech Republic,10197101,0,516.24376962,6.868239474999999,72955919.94695234
415,Czech Republic,10211216,0,507.55380818,8.025184211,71605940.64355122
416,Czech Republic,10238905,0,516.59544105,9.243815789,71881845.30112861
417,Czech Republic,10298828,0,511.51950237000005,8.930286841000001,77058581.92013304
418,Czech Republic,10384603,0,501.27626953,9.83805,72203632.0610685
419,Czech Republic,10443936,0,478.4994353800001,12.285563159,66465394.55234639
420,Czech Republic,10474410,0,496.27320349,15.491686842,71210064.50759067
421,Czech Republic,10496088,0,481.20535164,19.353234211000004,70428594.94979762
422,Czech Republic,10510785,0,476.56623612000004,21.535050001000002,67616968.42025837
423,Czech Republic,10514272,0,464.38758580999996,24.737813163,62997245.98620747
424,Czech Republic,10525347,0,454.71178372,24.130718421,60970394.04009488
425,Denmark,5140939,0,199.4031974,2.232368422,27920408.52916713
426,Denmark,5154298,0,229.45690623000002,2.9486842099999997,37216451.88582784
427,Denmark,5171370,0,213.68492014,3.8528947369999997,32179633.743091483
428,Denmark,5188628,0,225.84037762999998,4.709736842,33675314.08497458
429,Denmark,5206180,0,242.76702732,4.5868413409999995,38024498.7423081
430,Denmark,5233373,0,237.98396279000002,4.880106462,34382324.20342893
431,Denmark,5263074,0,283.5469299,5.469853425,47176064.99400691
432,Denmark,5284991,0,254.10630927,7.708912759,38172952.46794645
433,Denmark,5304219,0,241.82930539,10.330939411,34407212.63644718
434,Denmark,5321799,0,232.78914724999998,11.524446132,31578855.94848756
435,Denmark,5339616,0,219.73676113,14.66369884,28282730.269769993
436,Denmark,5358783,0,219.65650976,15.385206987,29541849.670654967
437,Denmark,5375931,0,216.42537428,17.866160464,29755640.08356424
438,Denmark,5390574,0,231.08042101,21.254879781,34597454.63668097
439,Denmark,5404523,0,213.30813128,25.058433533,28613853.80690163
440,Denmark,5419432,0,204.20294862999998,25.823448888,25106460.519248117
441,Denmark,5437272,0,229.61329272,24.21979359,33035658.83452698
442,Denmark,5461438,0,213.4889503,27.12357434,28191672.07655165
443,Denmark,5493621,0,205.06921694,26.570509187,25757993.568270516
444,Denmark,5523095,0,191.42995041,26.482651562,25379888.67436862
445,Denmark,5547683,0,196.46225564000002,32.710935675,25376857.147423767
446,Denmark,5570572,0,179.47697900999998,37.318969296,21245733.782209944
447,Denmark,5591572,0,161.93356903,39.045475145,18245790.350003023
448,Denmark,5614932,0,168.14783323,42.020365501,20641779.592825815
449,Denmark,5643475,0,156.18144019,47.344671045,17007450.175893288
450,Ecuador,9088149,1129942,53.0146475,13.12286237,2007277.253717835
451,Ecuador,9354856,1106134,60.16565333,13.35768684,2260606.8363242233
452,Ecuador,9625459,1080208,58.422294720000004,13.08837079,3633084.3056388656
453,Ecuador,9898871,1052331,61.39339444,15.28983447,3208220.5762666087
454,Ecuador,10173724,1022755,66.19582860999999,17.27704605,1671868.6257478578
455,Ecuador,10277095,1163488,64.17379583,13.58039816,5358284.61403415
456,Ecuador,10723578,959901,71.72729611000001,16.69319763,5218035.1276875
457,Ecuador,10997476,927517,81.31475972000001,17.19520289,4161410.3468053266
458,Ecuador,11279162,884723,82.85625556000001,17.12130368,5666194.634338419
459,Ecuador,11539640,859051,75.19315833,18.88612089,5069665.876755017
460,Ecuador,11797015,831581,80.09645444,20.02955638,4559389.005241035
461,Ecuador,12052274,800481,82.71120361,18.6069806,5675377.111289671
462,Ecuador,12302951,769109,80.101313495,19.80067376,6063268.652739491
463,Ecuador,12621539,668062,82.689862363,18.89583397,6267107.859168854
464,Ecuador,12806140,703507,92.666668735,19.512999236000002,6739594.454780998
465,Ecuador,13162838,572395,100.664067668,18.3829159141,7304583.6356518725
466,Ecuador,13452815,514665,106.87172094399999,19.1449047257,7821261.46069064
467,Ecuador,13752671,452782,107.971275643,24.3615482327,8643039.825644465
468,Ecuador,14043980,403582,110.588003072,30.2746489849,8245227.8257314535
469,Ecuador,14172800,518475,113.271851895,24.855629787199998,9625481.199665587
470,Ecuador,14555669,379021,130.363207838,23.356309599,10849201.3092229
471,Ecuador,14702713,474642,132.938933489,30.038661617000002,9944328.992858313
472,Ecuador,14987133,432533,139.312397356,32.991580748000004,9696567.912213696
473,Ecuador,15353747,307800,148.18666987199998,29.986787062999998,10952371.799379805
474,Ecuador,15740275,162837,155.879896483,31.456820996,11432196.845596759
475,Egypt,53942489,3469726,367.03861081,26.19210526,24630824.717277385
476,Egypt,55414461,3337929,372.24870803,26.09473684,27279905.79592172
477,Egypt,56073191,3962345,372.04840308,25.78947368,27890926.352141142
478,Egypt,58235682,3039919,375.46312158,26.55921053,31089634.295807675
479,Egypt,59615592,2880153,381.49287817,28.23157895,29602825.156822514
480,Egypt,60847239,2867147,404.71393936999993,29.45263158,31889360.39140199
481,Egypt,62378876,2554580,427.31471680000004,30.22105263,33002476.14154224
482,Egypt,63757530,2393587,445.69366167,30.97631579,35340391.91565135
483,Egypt,65140478,2237578,464.5143992100001,31.85394737,42975819.18807655
484,Egypt,66537046,2089618,496.01341350999996,35.401315787,44630231.372161835
485,Egypt,68298150,1607838,525.8299419,37.522894741,48462220.01538597
486,Egypt,69405543,1821397,555.35365272,38.403684213000005,43971767.58912873
487,Egypt,70895234,1694884,565.7676420500001,37.389473685000006,46549478.35144416
488,Egypt,73094159,887783,605.1825477499999,34.805263158,58475051.78906206
489,Egypt,73950660,1431239,635.0968418,35.096185537000004,68751396.35210507
490,Egypt,76317480,460669,668.96722095,34.61871345,72569501.16104004
491,Egypt,77408721,750327,703.4541373,35.238317382000005,76711326.20757037
492,Egypt,78598392,938861,743.2276041199999,39.160885164,76789890.80957657
493,Egypt,80791973,161908,791.6674918899998,42.177139819,85429493.71646975
494,Egypt,81953296,511726,828.1288222399999,38.978668258999996,91552316.73166715
495,Egypt,83812974,294632,874.335896,37.865377455,87727826.25424975
496,Egypt,85771440,126121,887.8332158399999,38.761563002,95051794.6405598
497,Egypt,87549817,263440,934.93012598,39.126063268,98755979.51741637
498,Egypt,89803027,4406,928.1481230500001,39.048737377,103331755.08298294
499,Egypt,91628941,183625,926.14203783,38.828096759,99216210.60623518
500,Estonia,1569174,0,120.41714569999999,0.0,27639421.07253307
501,Estonia,1561314,0,108.65108604,0.0,25815172.490284324
502,Estonia,1533091,0,78.743927118,0.0,20058332.4058827
503,Estonia,1494128,0,62.46318974900001,0.0,14921238.968737941
504,Estonia,1462514,0,63.097360693,0.0,15679213.514513938
505,Estonia,1436634,0,58.884735314,0.015789473999999998,13755649.003741326
506,Estonia,1415594,0,62.087910741,0.013157895,14160517.020823564
507,Estonia,1399535,0,61.39297449399999,0.021052632,14169779.104282742
508,Estonia,1386156,0,57.43247665,0.031578947,13011461.277171168
509,Estonia,1390244,0,52.650700842000006,0.042105263000000004,12507769.497426363
510,Estonia,1396985,0,54.163395508,0.047368420999999994,12016612.92459525
511,Estonia,1388115,0,55.996291330999995,0.047368420999999994,11699581.280554485
512,Estonia,1379350,0,55.319751627,0.090526317,11500791.971295401
513,Estonia,1370720,0,60.403279338999994,0.118684211,13248808.634379068
514,Estonia,1362550,0,63.120721911000004,0.159473684,13344582.290065724
515,Estonia,1354775,0,62.005676808000004,0.286578947,13122224.756395498
516,Estonia,1346810,0,61.002700518,0.33763157899999996,12205012.943444494
517,Estonia,1340680,0,69.154747368,0.392105263,15515570.480932308
518,Estonia,1337090,0,65.93710352,0.523684211,13646010.140636856
519,Estonia,1334515,0,57.560584485999996,1.4239473679999999,11164652.94424688
520,Estonia,1331475,0,68.6744745,2.752894737,15354625.215583725
521,Estonia,1327439,0,70.475528783,3.108421053,14967199.269863838
522,Estonia,1322696,0,70.436353798,3.887631579,13780881.124109862
523,Estonia,1317997,0,73.705159068,3.2194736850000005,15549705.145496117
524,Estonia,1314545,0,71.514583034,3.6152631580000003,14760532.73532408
525,Finland,4986431,0,272.56025118,42.150279099,21021262.643890653
526,Finland,5013740,0,272.96652564,47.889683676000004,21725650.537585028
527,Finland,5041992,0,265.86318678,52.792317915999995,20049922.381173845
528,Finland,5066447,0,271.43545602,51.149572042,23567016.453507714
529,Finland,5088333,0,291.67003979000003,48.033678890999994,27855700.353805616
530,Finland,5107790,0,272.00818328,51.412291326,25918400.98504242
531,Finland,5124573,0,292.83621115,46.639261027,32714373.698163256
532,Finland,5139835,0,290.16363038000003,52.165369486,30478055.93113911
533,Finland,5153498,0,289.69181073999994,63.903048919,25171682.479109157
534,Finland,5165474,0,291.7656799,55.491669329000004,25763388.86824365
535,Finland,5176209,0,288.26095716,61.225037353000005,27051593.611329325
536,Finland,5188008,0,302.12948508,56.401803769,32142975.132597193
537,Finland,5200598,0,311.28061966999996,51.915066034,35040452.01904722
538,Finland,5213014,0,340.80599672,49.832908031,42916849.84027912
539,Finland,5228172,0,320.08838622999997,67.128152296,39222936.117639564
540,Finland,5246096,0,291.45263224999997,61.089500122000004,27689733.823134188
541,Finland,5266268,0,319.73329144,58.789485013000004,39346758.134886764
542,Finland,5288720,0,314.42147417,63.82136629399999,37503997.79861856
543,Finland,5313399,0,292.70139986,72.989384704,30877095.149925176
544,Finland,5338871,0,283.03199309999997,57.169681436,30653074.900737297
545,Finland,5363352,0,307.13006003,63.555072894999995,36336141.7995537
546,Finland,5388272,0,282.16941792,63.347014052999995,30390918.277420815
547,Finland,5413971,0,260.69076873999995,74.832936014,25555945.19
548,Finland,5438972,0,271.41983727999997,67.16640952499999,26981245.299402215
549,Finland,5461512,0,258.14857625,68.93790145300001,24211448.784454152
550,France,58512808,0,2427.7838604,146.787556668,74285055.36497323
551,France,58559311,0,2579.8878204000002,157.11707787900002,85847998.34433322
552,France,58851217,0,2568.4650978,187.084151595,73961813.96935284
553,France,59106768,0,2575.5420114999997,175.981803115,60073931.17275337
554,France,59327192,0,2500.4717821000004,213.046269757,59327502.79022125
555,France,59541899,0,2580.0622679,198.565142678,65190443.57896978
556,France,59753100,0,2703.793678,180.202843421,69478793.46882826
557,France,59964851,0,2669.7391639999996,174.87772421,65573587.02782387
558,France,60186288,0,2743.7509880000002,170.44627817899996,81772781.14113279
559,France,60496718,0,2764.236348,198.44339982600002,75299428.5368918
560,France,60912500,0,2816.8547442,182.637429621,80114984.55388533
561,France,61357430,0,2838.1840495999995,204.576738195,72708253.16038927
562,France,61805267,0,2851.7809131000004,168.963430147,75403128.63098927
563,France,62244886,0,2895.3368978,165.93622974200002,78973862.50296645
564,France,62704895,0,2926.6060268,168.26433679000004,78205636.41191734
565,France,63179351,0,2939.1256157999997,148.22237040599998,85822400.66804473
566,France,63621381,0,2906.1225628,164.04712121400001,81290716.35572127
567,France,64016227,0,2852.8492564999997,173.44210528099995,83969806.93680295
568,France,64374989,0,2851.2656370000004,194.27894735600003,80160418.81287323
569,France,64707044,0,2700.9815494,183.310526287,75610440.95751767
570,France,65027507,0,2772.0627441,205.77894735699996,80836695.43082653
571,France,65342775,0,2701.6945763,169.47631575299997,68302283.72559087
572,France,65659789,0,2657.3502238,218.38684207,65208658.13542066
573,France,65998660,0,2654.0096527,254.92631575000001,63597881.176680095
574,France,66316092,0,2553.7296573000003,241.60526320000002,47396378.633960426
575,Germany,79433029,0,4105.1831518,49.584210523,443922177.72569877
576,Germany,80013896,0,4008.2974296,45.847368426,452946753.6722909
577,Germany,80624598,0,3915.7350052,53.873684207000004,432763771.08964354
578,Germany,81156363,0,3896.7679686999995,55.784210524,422139400.1457177
579,Germany,81438348,0,3854.58353,60.489473681999996,421575788.90652114
580,Germany,81914831,0,4004.1492653999994,60.42105263,422361966.60205084
581,Germany,82034771,0,3946.093411,63.70789473600001,408237287.4072657
582,Germany,82047195,0,3908.3459236,70.478947366,408555785.3932869
583,Germany,82100243,0,3841.8249913,78.497368424,395340138.18347245
584,Germany,82211508,0,3841.1203304,103.08092105700001,403945967.0131237
585,Germany,82349925,0,3915.4013048,102.73684211000001,416443148.44014406
586,Germany,82488495,0,3848.4782132,120.15197367900001,417408055.43410486
587,Germany,82534176,0,3848.9205213,119.971052631,422503061.4308361
588,Germany,82516260,0,3819.3527509,149.034736844,419050317.1479504
589,Germany,82469422,0,3761.5646318000004,164.484736851,414200743.33218706
590,Germany,82376451,0,3840.2054794,188.523421053,418038453.9032727
591,Germany,82266372,0,3628.0118044,232.42210523300002,436115621.3707144
592,Germany,82110097,0,3656.8618513,245.38578946,410618445.4144528
593,Germany,81902307,0,3413.7730493999998,250.43894741,376551727.9375642
594,Germany,81776930,0,3536.4345917,276.7913158,397512816.0652957
595,Germany,80274983,0,3350.1585482,326.41598423,392989282.5204088
596,Germany,80425823,0,3349.8138254000005,377.31157898000004,399444322.20237476
597,Germany,80645605,0,3435.2405162000005,400.8894735900001,403404445.5109079
598,Germany,80982500,0,3252.1060354,427.69763629000005,384654478.8468059
599,Greece,10196792,0,286.48927461,4.660526316,44299871.39342334
600,Greece,10319927,0,285.07029808000004,8.160526316,43237926.89702161
601,Greece,10399061,0,291.92228875999996,5.821052632,45661604.541740015
602,Greece,10460415,0,296.25916870000003,6.131578947999999,45401843.69264234
603,Greece,10512922,0,300.69525219,6.939473683999999,47330227.89267015
604,Greece,10562153,0,309.22450128,9.378947368,47943369.51433966
605,Greece,10608800,0,315.61604814000003,11.536842102,45522680.039525665
606,Greece,10661259,0,325.90655996,10.313157891000001,47338400.755337715
607,Greece,10720509,0,347.2874967,9.97368421,49440564.867226444
608,Greece,10761698,0,344.01347065,12.513157898000001,50565336.510993086
609,Greece,10805808,0,365.2050372,10.905263158,55939122.666547745
610,Greece,10862132,0,372.2724268,7.715789474,56415085.720171176
611,Greece,10902022,0,372.1254708,9.413157895,55946408.804889694
612,Greece,10928070,0,385.40118240000004,15.505263154,57155405.313006416
613,Greece,10955141,0,386.0812877,15.57105263,58512028.54247023
614,Greece,10987314,0,387.1287192,16.857894738000002,60641998.53982679
615,Greece,11020362,0,397.41698927999994,20.207894741,58424415.759049706
616,Greece,11048473,0,413.8228057,12.089473684,61057711.69094785
617,Greece,11077841,0,395.71870674,15.131578948000001,60358585.23595106
618,Greece,11107017,0,376.01269527,21.539473680999997,55935131.626069225
619,Greece,11121341,0,350.84918851,27.689473687000003,52860666.54709901
620,Greece,11104899,0,347.51440597,21.428947371,52091949.90659284
621,Greece,11045011,0,322.55589848,26.713157902000003,54466213.28793416
622,Greece,10965211,0,293.39836163,37.760526313,49301646.25339647
623,Greece,10892413,0,279.78791461,32.044736842999995,45703470.67321994
624,Hong Kong,5704500,0,139.35774306,0.0,19932297.630647223
625,Hong Kong,5752000,0,144.38941472,0.0,21319534.177136246
626,Hong Kong,5800500,0,169.92891806,0.0,23609172.315546397
627,Hong Kong,5901000,0,185.502305,0.0,25453569.294379346
628,Hong Kong,6035400,0,168.09289529999998,0.0,20110968.65848928
629,Hong Kong,6156100,0,180.68064004999997,0.0,20855686.82985322
630,Hong Kong,6435500,0,180.59102165000002,0.0,19554792.093083918
631,Hong Kong,6489300,0,182.69311075000002,0.0,19801055.19555468
632,Hong Kong,6543700,0,186.23376615,0.0,22191311.205267552
633,Hong Kong,6606500,0,188.62175451000002,0.0,20528519.73059895
634,Hong Kong,6665000,0,197.47531934,0.0,22638458.321109395
635,Hong Kong,6714300,0,249.42022511000002,0.0,21655782.276517726
636,Hong Kong,6744100,0,243.43252783999998,0.0,24899567.86442807
637,Hong Kong,6730800,0,251.40544246,0.0,29014171.460136387
638,Hong Kong,6783500,0,281.52693504,0.0,28755386.25835274
639,Hong Kong,6813200,0,270.09047680000003,0.0,31277474.83762695
640,Hong Kong,6857100,0,285.75049912,0.0018263160000000001,29335639.809362754
641,Hong Kong,6916300,0,304.01201554,0.002276316,30400741.92334296
642,Hong Kong,6957800,0,282.85101927,0.002123684,29912988.895521495
643,Hong Kong,6972800,0,308.85526941,0.002892105,27310609.78038757
644,Hong Kong,7024200,0,321.05028224,0.24576579,27153018.909218803
645,Hong Kong,7071600,0,329.21708314,0.20936579,29129309.364565186
646,Hong Kong,7150100,0,316.35337821999997,0.239228947,28694841.012957446
647,Hong Kong,7178900,0,324.94657579,0.247231579,29784073.590754718
648,Hong Kong,7229500,0,317.43484231,0.27632105300000004,30421690.953926403
649,Hungary,10373988,0,322.85804742,0.513157895,26203736.43153236
650,Hungary,10373400,0,301.59243136000003,0.573684211,26565062.72750102
651,Hungary,10369341,0,284.20314499,0.5368421059999999,26848031.826885793
652,Hungary,10357523,0,280.15908955,0.539473684,27588879.197941642
653,Hungary,10343355,0,283.84452772000003,0.542105264,26596127.14863099
654,Hungary,10328965,0,285.66374427,0.576315789,27039138.295429897
655,Hungary,10311238,0,291.12922279000003,0.676315789,27562129.34079547
656,Hungary,10290486,0,282.81089517000004,0.707894737,28814995.38601204
657,Hungary,10266570,0,285.86877212,0.565789474,29395600.290453374
658,Hungary,10237530,0,286.31391708,0.6473684209999999,28973110.606200177
659,Hungary,10210971,0,277.09675691999996,0.639473685,26160912.714654475
660,Hungary,10187576,0,285.32851232,0.676315789,26290184.087252494
661,Hungary,10158608,0,281.43084962,0.6236842109999999,24667564.687839407
662,Hungary,10129552,0,283.63857361,0.884210527,25721545.308606736
663,Hungary,10107146,0,284.19261879,2.4631578949999997,23605271.638647407
664,Hungary,10087065,0,301.44388792,4.921052630999999,21681365.202952847
665,Hungary,10071370,0,298.23896753,3.9289473679999998,22019938.431672513
666,Hungary,10055780,0,293.27673964999997,4.955263157999999,23177151.863703854
667,Hungary,10038188,0,288.22788198,6.202631579,22209424.652581275
668,Hungary,10022650,0,262.73442896999995,7.6184210530000005,18681834.092512496
669,Hungary,10000023,0,268.47032118000004,7.928947368000001,19415091.721381
670,Hungary,9971727,0,267.41405391,7.126315789,18800320.405254737
671,Hungary,9920362,0,248.21267024000002,6.9662657900000005,17944366.131737996
672,Hungary,9893082,0,235.48920379999998,7.3365921059999994,14851681.234674262
673,Hungary,9866468,0,235.49957659,8.290894736,13671774.197650492
674,Iceland,254826,0,8.602876556,11.675289470000001,0.0
675,Iceland,257797,0,8.147544944,11.633486838,0.0
676,Iceland,261057,0,8.554433111,11.931755263,0.0
677,Iceland,263725,0,8.872781111,12.408605262,12479.502537254339
678,Iceland,266021,0,8.972947167000001,12.546473684999999,11521.52151104297
679,Iceland,267468,0,9.134001056,13.066747366000001,12577.131386606554
680,Iceland,268916,0,10.112202167,13.435390228000001,11301.05434288214
681,Iceland,271128,0,9.964473556,14.66941424,12396.315774428767
682,Iceland,274047,0,10.112937611000001,16.495352809,25099.585132817312
683,Iceland,277381,0,10.212200889,18.888194738,55439.4877993341
684,Iceland,281205,0,10.698215611,20.192502635,13583.2582418274
685,Iceland,284968,0,10.200827167000002,21.114363156,13631.82937549965
686,Iceland,287523,0,10.558628889,22.108163198,13581.37060449046
687,Iceland,289521,0,10.547601667,22.334225308,13605.898369089988
688,Iceland,292074,0,11.025966389,22.669147293,13661.84800641843
689,Iceland,296734,0,11.098668889,22.827147045,13313.476808022275
690,Iceland,303782,0,11.627640004,26.109460802999997,13863.619504050333
691,Iceland,311566,0,11.567080837999999,31.511547164,30120.23630997078
692,Iceland,317414,0,10.642684443999999,43.32992202,17900.706878916142
693,Iceland,318499,0,9.8649575,44.295867,0.0
694,Iceland,318041,0,9.547960277,44.88790659,0.0
695,Iceland,319014,0,9.418487500000001,45.2850257142,0.0
696,Iceland,320716,0,9.344421389,46.17377566,0.0
697,Iceland,323764,0,9.910594167000001,47.666632007000004,0.0
698,Iceland,327386,0,10.064283611,47.683592833999995,0.0
699,India,376694367,493439113,2102.3178765,174.907776228,269736645.2082489
700,India,399082939,488971936,2206.0299448,195.070699267,297430219.63466334
701,India,422078288,483942818,2341.2816728,184.91739497799998,326956176.1499512
702,India,470345429,453712388,2402.3105454,187.05083302499997,357143495.32950616
703,India,469854030,472350219,2513.9396652,212.588619172,372821694.8180383
704,India,494611230,465871565,2730.2690010999995,202.58459933199998,418859528.1956181
705,India,519914055,458979162,2867.1156749,186.04772014399998,461047131.8461068
706,India,545715102,451690216,3033.2150662,189.96509229600002,471567277.86359686
707,India,571954350,444019692,3189.6053052999996,226.34293153600004,492219243.27484107
708,India,621758068,412781146,3283.883623,224.704191671,534823574.4828836
709,India,625467427,427583485,3481.7286033,211.22504456900003,568507034.9811488
710,India,597884643,473593212,3513.50303,200.495323252,578582247.3300219
711,India,678949831,410857281,3696.4418429999996,191.53401576,575407218.3603642
712,India,708301172,399726676,3843.052256,196.393087318,614331669.6682601
713,India,725231440,400904337,4033.984123,243.15371672799995,651675279.8969363
714,India,765786652,378332022,4312.4380679999995,282.80083749000005,672362931.8823442
715,India,788982871,372994848,4495.88419242,335.654821858,714793312.2277158
716,India,825635563,354045676,4882.474300039999,373.04709873800005,770949960.4054254
717,India,856526498,340620408,5192.01055342,365.558473664,830043133.6795521
718,India,910702599,303567533,5627.609422060001,353.48954608099996,899468885.8707256
719,India,939238267,291742424,5895.0586746399995,375.285519701,875563266.2421304
720,India,843131556,404104473,6188.17156975,456.89709872900005,940644465.8434547
721,India,1009189616,253876236,6555.28475246,434.852565831,1060173723.2409668
722,India,1017724182,260838025,6768.715032460001,494.477421016,1045250089.8641336
723,India,1051124945,242734349,7231.56747276,531.67419079,1183354987.7017977
724,Indonesia,111948596,69488225,590.57363525,20.057526314999997,53596140.45728233
725,Indonesia,90277214,94338765,640.05645611,22.270078948000002,67520347.64403997
726,Indonesia,122252967,65513119,698.50964215,28.245315794,74965657.90631679
727,Indonesia,105804520,85075003,741.81196378,26.276447371,83130811.79185587
728,Indonesia,121797631,72147641,796.0535462,25.234210523999998,79713302.72691484
729,Indonesia,131686018,65271831,847.23365477,27.653078946,82429471.54115747
730,Indonesia,144718346,55196485,903.78161626,29.394052636,92202393.73528555
731,Indonesia,162869651,39956814,991.2685620899999,22.622368426,105487757.93288021
732,Indonesia,166506161,39209383,959.3490963500001,35.927631578,87658657.37765223
733,Indonesia,174671293,33941263,1048.601941,37.69213158,88905442.65224752
734,Indonesia,182559390,28981039,1142.3584998,39.18789474,93060777.95619804
735,Indonesia,185033309,29473193,1204.0963356000002,46.562105259999996,108500229.21047111
736,Indonesia,190537060,26970999,1264.2440769,42.58368421,119970755.11511908
737,Indonesia,193947461,26597753,1366.9620015,40.54842105,124655857.719952
738,Indonesia,199039399,24575250,1357.6696962,43.02526316,128751788.53605473
739,Indonesia,195414189,31298541,1389.9175867,45.66052632,133831353.31975602
740,Indonesia,208279379,21558823,1413.4492764000001,42.92894737,132678610.04511394
741,Indonesia,212253107,20736034,1514.9636924,48.2711052616,147730519.2151205
742,Indonesia,218990497,17168779,1491.4468777000002,52.348421062,168314806.35434034
743,Indonesia,223903017,15437461,1545.2059562,54.59421053,181141191.88437325
744,Indonesia,228336462,14187661,1686.1014840999999,70.82144737300001,172523794.72726056
745,Indonesia,233004433,12703078,1856.7499807,57.886631577,263776517.44187212
746,Indonesia,238927903,9955329,1957.7720677,59.150157895999996,273119800.94536644
747,Indonesia,243121053,8911210,2002.3812616,69.755263162,204528834.78115237
748,Indonesia,247502696,7628420,1877.5468341,66.919894733,203562698.537143
749,Iran,53740710,2485475,822.67329819,19.42368421,51166707.90183862
750,Iran,54984236,2391348,899.73796597,14.75526316,53037786.4354339
751,Iran,55979372,2281366,978.8681613900001,24.22105263,50439780.01921434
752,Iran,56828163,2163055,897.68122316,27.71842105,61271803.74574131
753,Iran,57680244,2044881,1021.9273620800001,18.14736842,63905848.37057885
754,Iran,58643238,1932406,1079.77020532,21.90263158,68297057.38435236
755,Iran,59754954,1828135,1168.03642396,23.19473684,70713791.95877993
756,Iran,60978271,1732286,1216.74777439,15.63421053,69645901.31148122
757,Iran,62255517,1645113,1254.50285008,19.70526316,81117715.02971022
758,Iran,63495923,1566737,1346.75299597,13.626315793,113678231.29403193
759,Iran,64743085,1388769,1419.47727648,10.046052631999999,107670309.42276165
760,Iran,65660909,1435505,1497.33795866,10.936052631,116964851.66460568
761,Iran,66605494,1377836,1618.3567284800001,21.163947372,119032115.670874
762,Iran,67491206,1321507,1649.9833206,25.304210529,124320869.51041327
763,Iran,68357266,1259834,1805.47831034,31.524473685,136002032.34473318
764,Iran,69229526,1192285,1932.05969524,38.207631577,144746983.25659683
765,Iran,70088234,1139646,2104.02871962,49.037894740000006,154114232.59591827
766,Iran,71008158,1022945,2257.26128246,47.631578952,155110793.55393577
767,Iran,71930510,915032,2372.93429449,20.089473683999998,172894135.99681985
768,Iran,72897214,790351,2455.42795119,18.292631576000005,175775156.55612865
769,Iran,73917810,649701,2454.42706403,27.557368422000003,185374928.70299473
770,Iran,74996503,495079,2587.381018841,28.737368417000003,194982872.7803458
771,Iran,76120058,333516,2597.4312565990003,33.498947367999996,208440214.26983175
772,Iran,77250917,184467,2728.1112918,39.092894740999995,213071024.79641312
773,Iran,78411092,0,2856.52014649,38.813157892,219503810.43127692
774,Iraq,16330062,1138943,215.2820398,12.23753684,14896302.371066937
775,Iraq,16831286,1111429,147.41211950000002,5.645221052999999,14846460.471180871
776,Iraq,17374809,1083378,226.9197384,13.73438421,26309050.663540415
777,Iraq,17957238,1054679,310.43462189999997,16.21508421,33447853.713247813
778,Iraq,18571975,1025264,357.67594280000003,16.44147632,40221496.86059614
779,Iraq,19213109,995278,348.5425852,18.73607105,41815437.956906736
780,Iraq,19880581,965312,364.0742897,17.07730263,37592413.97811266
781,Iraq,20573286,936005,429.2581902,17.38961842,41924012.574657686
782,Iraq,21282466,907784,296.879913,16.30936842,34548244.691137455
783,Iraq,21996979,881177,225.8557255,9.365921053,22214266.19169657
784,Iraq,22708750,856663,291.27526620000003,8.412044737,25366986.656051
785,Iraq,23418045,833604,327.46600380000007,9.739489473999999,33333533.33073476
786,Iraq,24128344,810955,306.5963028,12.00010526,32834342.4679389
787,Iraq,24840242,787384,282.358029,12.51552632,42059126.85984894
788,Iraq,25555188,761421,299.6435092,15.13137632,48130334.83298725
789,Iraq,26276935,731491,289.0305345,12.87847105,42504717.94870012
790,Iraq,27039287,658625,295.3430593,13.13357895,35835513.96251611
791,Iraq,27851015,539418,315.2146387,12.01660526,17377891.061227173
792,Iraq,28511896,599521,331.69325710000004,7.7158842110000005,36444058.553955615
793,Iraq,29360272,534380,371.495361,7.447921053,55363794.17629104
794,Iraq,30297139,465562,394.3283173,9.513347368,61588236.05479155
795,Iraq,31092512,634541,417.8828232,8.946076316000001,67709303.53162085
796,Iraq,32547135,229436,442.37195280000003,11.57081316,75863383.88001555
797,Iraq,33672934,210211,476.76275010000006,12.250055265,89499643.18594025
